	Iozone: Performance Test of File I/O
	        Version $Revision: 3.492 $
		Compiled for 64 bit mode.
		Build: linux 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa,
	             Alexey Skidanov, Sudhir Kumar.

	Run began: Mon Nov 22 17:26:27 2021

	Excel chart generation enabled
	Auto Mode
	Command line used: iozone -Ra
	Output is in kBytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 kBytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                              random    random     bkwd    record    stride                                    
              kB  reclen    write  rewrite    read    reread    read     write     read   rewrite      read   fwrite frewrite    fread  freread
"32768"   0  0  0  0  1398673  1413009  1501329  1567331  522091  834025  489409  868279  1315975 
"65536"   0  0  0  0  702323  775895  666375  1056658  919247  994720  977375  619275  933854 
"131072"   0  0  0  0  894713  824497  1002891  1039833  1107298  1073515  1347689  1164742  1126697 
"262144"   0  0  0  0  1036056  1416128  1064548  1399309  1009197  1382746  1133821  1164298  1224692 
"524288"   0  0  0  0  1108075  1245159  1267480  1283742  1146674  1043913  1006875  1128906  1045896 

"Fwrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   38272  503814  542506  385790  760859 
"128"   484625  144327  171534  1015251  805138  1096089 
"256"   38232  264481  807442  89824  1040643  790209  1012194 
"512"   175164  292580  209760  143665  159749  518239  220123  242768 
"1024"   201652  252217  178393  353704  339635  293335  327990  490920  539785 
"2048"   315762  458354  476720  679701  669529  639807  670574  769100  598276  746055 
"4096"   365717  479686  662782  746081  773143  804534  762336  794231  805326  749629  1063913 
"8192"   404466  537107  614457  746288  781528  903994  761758  845324  840033  938154  852095  1157875 
"16384"   446968  549097  684894  834938  846113  887644  929385  844574  805830  823769  1010672  929322  1167292 
"32768"   0  0  0  0  938695  953332  932416  885527  327389  316592  325495  875637  632942 
"65536"   0  0  0  0  549324  559739  348812  826880  637553  677809  565126  782976  645834 
"131072"   0  0  0  0  720757  787678  655959  644855  582703  677973  683688  689721  735281 
"262144"   0  0  0  0  734937  685904  680840  805414  676280  560070  659198  677712  663043 
"524288"   0  0  0  0  702698  730425  664404  648751  680117  577775  649565  607102  640311 

"Re-Fwrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   520419  743988  467815  752329  1188789 
"128"   69634  576780  805138  132632  1406136  992724 
"256"   362651  146369  290608  218426  169632  318825  1248819 
"512"   132203  164208  244621  442524  497585  185434  253216  273223 
"1024"   146307  356789  321917  531963  527325  533085  503701  1013967  525712 
"2048"   442328  391362  730076  889705  828120  861249  943865  931783  1382840  1049625 
"4096"   350739  560101  710475  770197  423537  912231  1041153  958815  1031712  1262222  946142 
"8192"   399569  592513  727085  831757  885541  914800  899332  868903  862144  939668  1362356  1037625 
"16384"   469578  596260  699813  862542  882707  988047  936758  847679  861364  891837  1078395  1470098  1149101 
"32768"   0  0  0  0  962297  965610  975762  959335  375190  747378  443446  568475  804834 
"65536"   0  0  0  0  583720  658480  391647  644601  728209  827831  729084  570792  1064931 
"131072"   0  0  0  0  604712  752587  703372  814571  569120  627072  749724  718632  719582 
"262144"   0  0  0  0  730039  851445  750967  590159  611159  682064  566773  679201  750941 
"524288"   0  0  0  0  702397  721047  669142  767973  626046  613054  626425  661843  647754 

"Fread report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   201255  555990  889431  65379  942521 
"128"   88028  935631  1032829  1133103  240231  1172704 
"256"   797843  290529  256274  1195962  1312954  165043  104655 
"512"   177407  960496  195780  329075  156103  282273  1496706  1450212 
"1024"   199341  269686  366220  1206178  467158  340875  530517  350701  568583 
"2048"   474849  675054  871914  1129094  901470  895922  806278  903746  1277540  1154436 
"4096"   543824  745530  804534  1022440  1106393  1491721  1271282  1255672  1046480  1191407  1178010 
"8192"   611428  828128  924523  1158344  1248591  1408543  1358532  1324288  1265188  1307756  1224343  1462875 
"16384"   657226  890093  1037497  978564  1274333  1484580  1552568  1351580  1492966  1200994  1211838  1335712  1314606 
"32768"   0  0  0  0  1419694  1379593  1495709  1508729  566950  716788  685078  1160460  1005179 
"65536"   0  0  0  0  836250  981959  678125  824600  968235  1093759  1296020  1154882  671771 
"131072"   0  0  0  0  1059723  1038129  1179723  1076435  1117485  1099386  918088  978391  1017386 
"262144"   0  0  0  0  1318566  1401000  1337469  1386336  1234671  1288747  1254703  1108974  1222538 
"524288"   0  0  0  0  1072450  1289380  1386693  1302455  1392552  1054362  1103529  1146029  1231381 

"Re-Fread report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   225992  703068  1279447  1105556  552557 
"128"   767171  1102844  1291158  1487977  1508887  175861 
"256"   268113  350231  955451  148577  122954  1707589  1471270 
"512"   281165  293419  426019  328020  1514652  608041  495176  517614 
"1024"   442880  390849  840698  515862  469970  755649  641633  773476  510709 
"2048"   658091  929263  1023000  1298788  1223322  1484913  1545840  1360931  1473451  1216049 
"4096"   569684  964900  1172943  1220091  1377717  1582114  1299064  1407516  445411  1213970  1381484 
"8192"   631568  854766  1045042  1250499  1554752  1628592  1478168  1411436  1644966  1006265  1377264  1305272 
"16384"   642888  946447  1137781  1292307  1517998  1539283  1712173  1570414  1615795  1373241  1388221  1443389  1418393 
"32768"   0  0  0  0  1374447  1549606  1507951  1611340  516121  947601  913040  1314503  1219232 
"65536"   0  0  0  0  1237275  993060  795995  1373024  1197726  1317671  1312794  963439  1205965 
"131072"   0  0  0  0  1039759  1000511  1186688  1411212  788369  700339  1278237  1225853  1071260 
"262144"   0  0  0  0  1166894  1400161  1237609  1322135  1121544  976531  1393092  1149864  1084632 
"524288"   0  0  0  0  1213073  1207305  1287528  1369720  1162594  1162669  1051811  988634  1174614 
