	Iozone: Performance Test of File I/O
	        Version $Revision: 3.492 $
		Compiled for 64 bit mode.
		Build: linux 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa,
	             Alexey Skidanov, Sudhir Kumar.

	Run began: Mon Nov 22 17:24:33 2021

	Excel chart generation enabled
	Auto Mode
	Command line used: iozone -Ra
	Output is in kBytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 kBytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                              random    random     bkwd    record    stride                                    
              kB  reclen    write  rewrite    read    reread    read     write     read   rewrite      read   fwrite frewrite    fread  freread
"128"   223714  86720  490380  120406  518312  191342 
"256"   254996  481324  389064  605332  153945  416856  355096 
"512"   227347  409293  237690  496206  526240  407352  551654  498973 
"1024"   224364  283743  482103  347945  227393  326122  152906  567006  538094 
"2048"   194492  337286  431811  438713  384306  495988  528000  440513  473514  404578 
"4096"   264819  366763  390799  529477  487264  525735  495342  664089  646861  501224  517313 
"8192"   323550  384075  452674  483791  581109  677135  588202  590619  578565  684091  661491  482020 
"16384"   325790  429532  522066  559619  580029  584325  587809  654971  626586  662274  647333  668953  711604 
"32768"   0  0  0  0  585489  614785  639462  596878  653295  665774  656870  697133  694399 
"65536"   0  0  0  0  650920  628503  594365  692974  665076  636383  707296  710525  704983 
"131072"   0  0  0  0  655618  721586  722753  710075  724162  708294  735380  688233  720555 
"262144"   0  0  0  0  676177  694509  699959  670969  680916  709440  738063  715843  706970 
"524288"   0  0  0  0  700642  736415  736838  706558  721091  744530  742287  734658  678959 

"Re-writer report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   76112  592827  799377  203853  1119387 
"128"   662962  780556  103307  876086  288825  1111981 
"256"   454627  552960  1012194  931416  1230218  1325925  1158540 
"512"   488975  140195  800163  1110496  1191189  805264  1199171  928920 
"1024"   458971  683606  756182  935151  871401  1067654  609924  1141426  1024854 
"2048"   524742  648306  859010  659961  951286  1138372  1025075  1105268  1153041  981728 
"4096"   505114  706327  860292  921281  1079625  1100159  1202919  1138734  1099243  1107677  1017897 
"8192"   507276  686716  914581  808296  1146669  1022343  929123  895115  1082612  522917  946267  987467 
"16384"   529920  667861  948040  951071  1156313  1089370  1119359  854711  1130165  1168205  1103151  1106436  1219688 
"32768"   0  0  0  0  975036  1160950  1142384  1187553  1136480  1204128  1232483  1224882  1240358 
"65536"   0  0  0  0  1142597  1262930  1261933  1214710  1201506  1125949  1204929  1249997  1249593 
"131072"   0  0  0  0  1193821  1251738  1225260  1201161  1165777  1171877  1064925  1195628  1250482 
"262144"   0  0  0  0  1060576  1241077  1289247  1189892  1192018  1219268  1237631  1233949  1282561 
"524288"   0  0  0  0  1218557  1288994  1290863  1205625  1187041  1258894  1256631  1262006  1200732 

"Reader report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   35892  365314  1226821  1357066  1255511 
"128"   848397  1085013  1243315  1436229  727658  1196221 
"256"   762164  1044693  262284  1523457  1117543  1662639  1622442 
"512"   730484  256912  441341  390536  1614885  1753325  1662389  387017 
"1024"   436311  525647  679496  547631  667458  696126  645975  1673273  1718120 
"2048"   515608  653684  414656  869267  939015  897795  794128  1549185  1608660  1137166 
"4096"   484338  800784  956306  1186880  1059713  759337  1608932  814296  994619  1191738  1388967 
"8192"   646871  883810  1182950  1225959  1316222  1437717  1730463  1404628  1592807  1257041  1118961  1413352 
"16384"   676833  904539  1167035  1323748  1605640  1397367  1408768  1590993  1548893  1349827  1438825  1444936  1511853 
"32768"   0  0  0  0  1457251  1517542  1426369  1552249  1574621  1423385  1515918  1542181  1556891 
"65536"   0  0  0  0  1482854  1485233  1343418  1400339  1477164  1520587  1491075  1547153  1539925 
"131072"   0  0  0  0  1558764  1599886  1703143  1525460  1584430  1548691  1576750  1539829  1585481 
"262144"   0  0  0  0  1517036  1589009  1632958  1692846  1725923  1521641  1527781  1506420  1580371 
"524288"   0  0  0  0  1630827  1704935  1747446  1677098  1717343  1469846  1546002  1550840  1548541 

"Re-Reader report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   780776  418250  1392258  1562436  1690338 
"128"   84151  1172704  1406136  1543594  1487977  1827299 
"256"   176928  235945  677095  274347  1084800  1740810  1775350 
"512"   615359  646480  1350783  1406520  388206  1754758  1073309  1096322 
"1024"   657647  878171  1114474  1272279  1367037  1495042  1434138  1460969  1268896 
"2048"   560451  966594  1226291  1385740  1415424  1559876  1013824  1625402  1598780  1329957 
"4096"   701253  875773  1157688  1304489  1498226  1390766  1624143  1496529  1344298  1415401  1269310 
"8192"   659637  904875  1094893  1371273  1526637  1596582  1629983  1570816  1625664  1372643  1392728  1490285 
"16384"   690288  969480  1218974  1406721  1529519  1668442  1639855  1543605  1611362  1480327  1447981  1506021  1546558 
"32768"   0  0  0  0  1422648  1599600  1630900  1571596  1584752  1478636  1473989  1527221  1564244 
"65536"   0  0  0  0  1550085  1562393  1617891  1507925  1555638  1616854  1585025  1575955  1586104 
"131072"   0  0  0  0  1682827  1794079  1773326  1757420  1617614  1581849  1518831  1575214  1515477 
"262144"   0  0  0  0  1703394  1777454  1814244  1753506  1756490  1571775  1565879  1569930  1617295 
"524288"   0  0  0  0  1706089  1783711  1812301  1784659  1718690  1574986  1555649  1539818  1532911 

"Random read report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   41911  608965  24094  1105556  1330167 
"128"   624409  627328  1183041  101992  1455701  1155043 
"256"   595594  145694  1185399  599251  1534342  1632308  1347557 
"512"   264181  310877  406966  320385  1163439  516618  1655979  1700565 
"1024"   409285  475169  709582  570168  596788  511256  572677  848337  421579 
"2048"   430534  543398  645432  1064453  860472  845648  981840  966920  780491  745796 
"4096"   450161  755597  622215  1013393  965551  1049998  1350851  1102276  1208674  1343352  1422197 
"8192"   547331  742707  913366  864944  1251273  1272073  1234105  1028125  1333799  1236548  1244430  1319761 
"16384"   547191  774698  913582  1163124  1396146  1371158  1400100  1512418  1486475  1243278  1305714  1460661  1435669 
"32768"   0  0  0  0  1349745  1572513  1560674  1508713  1441554  1438777  1371334  1473057  1496605 
"65536"   0  0  0  0  1176251  1323451  1430703  1442226  1574664  1447961  1441613  1534338  1520024 
"131072"   0  0  0  0  1364236  1462319  1583435  1381085  1474007  1451999  1579087  1507337  1547810 
"262144"   0  0  0  0  1494243  1630138  1682350  1668072  1633448  1571353  1561132  1581305  1456039 
"524288"   0  0  0  0  1528113  1653623  1715843  1656004  1595841  1558789  1570510  1578985  1558164 

"Random write report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   250919  99538  659861  852702  811459 
"128"   88391  606767  121689  836500  1024942  1067750 
"256"   464661  246848  128456  952062  1103757  228805  782721 
"512"   441704  596721  922535  589837  678122  869143  265981  656561 
"1024"   248784  535278  641249  878890  908640  1029275  819993  368356  615783 
"2048"   425965  547450  864891  841424  1145965  1076728  1190598  824148  1103423  870324 
"4096"   446778  602531  798885  856731  867985  1083301  1149631  1161680  1064440  861975  1005387 
"8192"   444804  603418  744800  944005  978943  1175664  1152322  1162459  1158031  1155772  1042758  1124785 
"16384"   461936  636663  836605  906436  1103452  1109724  1115851  1175399  1095396  1094663  1113500  1142301  1127976 
"32768"   0  0  0  0  1105571  1031577  1096102  1165044  1140233  985947  1074045  1184157  1171330 
"65536"   0  0  0  0  1130162  1154639  1054918  1194431  1180362  1140270  1190634  1170411  1222142 
"131072"   0  0  0  0  1173280  1194288  1209911  1223346  1185872  1217858  1215970  1172672  1242847 
"262144"   0  0  0  0  1148822  1203512  1209218  1160802  1155007  1226352  1243271  1271395  1257641 
"524288"   0  0  0  0  1155494  1232470  1219818  1205606  1230454  1246689  1257484  1258900  1169632 

"Backward read report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   36677  481234  69799  874936  955947 
"128"   533241  743788  864797  1015251  126715  151838 
"256"   144712  105436  507006  259057  192192  1260547  1325925 
"512"   220394  334874  353856  395062  331821  540681  1351633  304055 
"1024"   348199  413064  552066  564176  730958  455322  1166221  1551758  654241 
"2048"   446675  519537  793541  906990  670836  535304  894709  1385740  948555  1134013 
"4096"   503929  589445  846265  912279  1035380  1009108  1524415  1159955  974312  1236423  1206806 
"8192"   517498  716397  846636  1081896  1323880  1389911  1058955  1208454  1130410  1333540  1306314  1349144 
"16384"   564905  790889  799455  1225780  1336257  1463274  1457285  1505032  1361595  1244403  1369110  1003602  1462091 
"32768"   0  0  0  0  1420560  1527017  1545807  1590676  1423090  1322675  1309830  1509906  1505869 
"65536"   0  0  0  0  1228714  1339549  1273332  1506016  1524873  1437346  1479271  1500811  1520587 
"131072"   0  0  0  0  1449140  1557674  1626223  1692869  1510779  1472073  1517543  1508723  1563228 
"262144"   0  0  0  0  1482211  1627464  1606334  1655826  1553160  1542659  1490782  1608343  1596997 
"524288"   0  0  0  0  1507944  1630330  1704886  1633179  1618602  1561124  1557405  1549378  1575427 

"Record rewrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   57705  752329  710511  780776  863676 
"128"   574312  241963  1022989  766076  992724  992724 
"256"   215879  251945  268381  100473  1132871  267779  166864 
"512"   504956  336817  674502  470546  363684  1216149  493696  1207940 
"1024"   374262  501466  499019  270535  438315  595051  549101  542375  598117 
"2048"   549059  648943  763359  772281  753449  825494  848740  729642  445794  919613 
"4096"   488497  646472  657783  796884  982503  1118859  885843  665478  1178656  1170625  1108821 
"8192"   526305  762468  961843  981067  1186217  1201313  1241956  1229645  1015634  1115474  1043708  1089374 
"16384"   583165  793336  1051274  1023360  1126663  1156741  1039066  1132437  1023360  1154855  1091100  1128142  1233282 
"32768"   0  0  0  0  1048105  1251016  1121696  1169993  1113724  1142612  1103113  1191610  1152066 
"65536"   0  0  0  0  1180768  1217460  1152403  1018780  1176080  1043996  1144896  1229109  1220546 
"131072"   0  0  0  0  1258046  1260295  1170475  1247472  1086066  1253691  1184265  1168823  1213102 
"262144"   0  0  0  0  1306089  1316017  1213803  1215115  1135777  1107106  1229015  1159190  1236755 
"524288"   0  0  0  0  1252007  1381519  1264368  1250263  1222330  1245999  1251833  1250275  1180953 

"Stride read report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   112090  752329  1168097  1255511  1363961 
"128"   85792  1032829  1487977  88756  1455701  1455701 
"256"   136681  182057  245718  1376935  262284  306537  1463250 
"512"   286989  370459  329681  279773  1589779  155526  354089  409215 
"1024"   432445  649001  541486  592915  1727102  1874871  625559  705735  657244 
"2048"   473749  745537  849747  880494  944176  869707  897420  1238312  968774  820213 
"4096"   532910  619210  829993  1005681  1085903  1063650  1109108  1210122  1063320  1032766  1279615 
"8192"   501135  729292  996720  1310699  1313254  1324901  1239179  1430415  1272639  1404915  1388956  1448872 
"16384"   562427  776967  959986  1237167  1471672  1475654  1447615  1540560  1364407  1283401  1412910  1033223  1520550 
"32768"   0  0  0  0  1359545  1516487  1583620  1534519  1488226  1342009  1431420  1444159  1477428 
"65536"   0  0  0  0  1322413  1368124  1613788  1477664  1546101  1491827  1434361  1473380  1525338 
"131072"   0  0  0  0  1456403  1577564  1576804  1450233  1390361  1504845  1511718  1503824  1535014 
"262144"   0  0  0  0  1539262  1530518  1059373  1624027  1580151  1558886  1597192  1617662  1428429 
"524288"   0  0  0  0  1543725  1674784  1685612  1661351  1606702  1480700  1560528  1582589  1563283 

"Fwrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   38904  524487  297664  34226  983980 
"128"   72356  111296  699227  889145  789741  1102844 
"256"   285736  599585  762164  265330  1058076  192330  523570 
"512"   238349  271599  308821  635951  294587  1204552  408592  1195832 
"1024"   377585  349730  589821  474487  361961  925877  564770  529471  584205 
"2048"   352685  478393  668643  429243  618167  638998  706246  696398  823121  730138 
"4096"   302959  517765  527640  633270  722790  707665  788725  748943  805024  970844  1084121 
"8192"   391533  536688  661186  743302  747246  726378  821830  784669  824393  1001834  958810  1042220 
"16384"   429145  551499  696981  753876  680567  879251  890439  827767  773599  835324  1047236  976339  1195125 
"32768"   0  0  0  0  912253  950234  807448  896402  867359  839235  954080  1076586  1010418 
"65536"   0  0  0  0  911843  919958  974582  916214  860718  834407  879913  965453  1037322 
"131072"   0  0  0  0  906513  982187  910887  918585  833944  880813  877615  876805  966116 
