	Iozone: Performance Test of File I/O
	        Version $Revision: 3.492 $
		Compiled for 64 bit mode.
		Build: linux 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa,
	             Alexey Skidanov, Sudhir Kumar.

	Run began: Mon Nov 22 17:24:33 2021

	Excel chart generation enabled
	Auto Mode
	Command line used: iozone -Ra
	Output is in kBytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 kBytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                              random    random     bkwd    record    stride                                    
              kB  reclen    write  rewrite    read    reread    read     write     read   rewrite      read   fwrite frewrite    fread  freread
"262144"   0  0  0  0  937025  994325  1003817  896982  849560  879070  850195  892514  906426 
"524288"   0  0  0  0  967169  1008127  991039  916415  868809  866501  876542  892119  864087 

"Re-Fwrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   180302  63492  771797  983980  1143223 
"128"   475609  663782  353482  1133103  1102844  91634 
"256"   330300  379708  223193  557844  1168627  1642294  1178892 
"512"   407661  429513  782951  935801  288144  1122687  1560891  1118011 
"1024"   372477  502229  667977  706199  852039  932511  760735  1268896  1039740 
"2048"   344606  463448  720341  732504  844900  903841  878603  700201  1369829  973385 
"4096"   394035  497450  701740  705718  826638  815301  836744  917982  907604  1401773  1077053 
"8192"   416917  450213  655459  736625  849252  843394  861215  928997  855298  950140  1411900  1226879 
"16384"   449814  570291  745841  826891  900261  915261  857580  867146  869912  918908  762678  1536083  1166876 
"32768"   0  0  0  0  917025  1001378  906746  972662  849900  895689  946530  1107549  1612531 
"65536"   0  0  0  0  959585  1036618  865218  984083  885623  860516  916358  966495  1112439 
"131072"   0  0  0  0  961601  990597  995624  969166  857570  894066  857380  880008  1004390 
"262144"   0  0  0  0  985344  1028342  997530  922619  846013  870982  891995  906395  931603 
"524288"   0  0  0  0  979093  1029260  1010441  930877  896264  865622  894651  901690  871101 

"Fread report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   38185  703068  913649  983980  185025 
"128"   95736  895074  1093856  155128  1254941  1000121 
"256"   709299  218071  1007446  1327564  1455317  625794  243103 
"512"   260686  178766  1187895  1193175  1368865  1015932  1230786  980673 
"1024"   445221  447914  527844  573671  522705  942745  569563  922497  1208894 
"2048"   504050  608964  1063399  958397  779358  614453  1403628  867074  1100454  841753 
"4096"   524051  686925  766041  1014830  1064440  1392683  1034570  1470274  1168316  1205113  1293294 
"8192"   500427  751692  1048358  1176509  1219952  1593472  1362140  1055118  1374455  1383086  1358049  1333333 
"16384"   596368  841719  1059018  1283209  1444542  905194  1460351  1440122  1406951  1289978  1379692  1497064  1466772 
"32768"   0  0  0  0  1472189  1546172  1530435  1566795  1433809  1371895  1443083  1502019  1440662 
"65536"   0  0  0  0  1323795  1561870  1437474  1455938  1568635  1515950  1493968  1361672  1552545 
"131072"   0  0  0  0  1364023  1600878  1446935  1585485  1488542  1454512  1542002  1567306  1601680 
"262144"   0  0  0  0  1520380  1635445  1675962  1585284  1646158  1502781  1533258  1604112  1609626 
"524288"   0  0  0  0  1590670  1663787  1731483  1665257  1577303  1552686  1596263  1611908  1600342 

"Re-Fread report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   735831  1033216  1279447  1421755  1188789 
"128"   329812  152053  1319723  287742  1637771  1471662 
"256"   454820  917880  1319408  1506359  143245  1718521  1561112 
"512"   598884  571320  239039  362089  934580  1741948  1518938  1729323 
"1024"   560129  869284  700898  1164956  1187831  1345623  1418508  1551198  1383774 
"2048"   595002  864108  1144133  1136564  1168888  1622638  1431225  1490582  1387530  1276781 
"4096"   607453  915683  1031712  1358113  1168237  1589432  1531755  1558574  1446384  1274867  1346088 
"8192"   622630  874832  1049863  1413120  1580862  1444548  1589197  1522106  1672185  1226003  1365551  1458714 
"16384"   650236  927691  1141257  1381107  1555203  1565905  1646614  1634162  1698504  1346389  1402730  1515487  1348159 
"32768"   0  0  0  0  1465674  1583985  1646117  1716939  1597592  1503876  1498106  1518648  1500575 
"65536"   0  0  0  0  1571118  1516368  1741311  1588368  1707201  1580931  1552650  1492370  1554319 
"131072"   0  0  0  0  1631933  1709648  1760960  1634743  1690418  1527575  1533703  1523439  1606374 
"262144"   0  0  0  0  1639535  1719293  1713919  1763544  1665475  1577215  1576379  1616884  1615888 
"524288"   0  0  0  0  1657827  1743303  1753688  1754903  1569156  1573782  1615993  1589435  1604235 
