	Iozone: Performance Test of File I/O
	        Version $Revision: 3.492 $
		Compiled for 64 bit mode.
		Build: linux 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa,
	             Alexey Skidanov, Sudhir Kumar.

	Run began: Mon Nov 22 16:45:45 2021

	Excel chart generation enabled
	Auto Mode
	Command line used: iozone -Ra
	Output is in kBytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 kBytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                              random    random     bkwd    record    stride                                    
              kB  reclen    write  rewrite    read    reread    read     write     read   rewrite      read   fwrite frewrite    fread  freread
            2048      32   430879   844567   840353  1166982   815308   903366   776048   1066700   1183218   632878   805069   730635  1114301
            2048      64   535839  1201254   957970  1486197   656782  1167617   917159    882756    773672   691631   910258   884665  1500476
            2048     128   682672   836263   779287  1608660   985106  1325442   970635    799375    739376   757970  1048089   793468  1645012
            2048     256   631714  1079028  1505736  1701042   844900  1362442   754574    915497   1031228   792297   793761   720402  1232272
            2048     512   668175  1167617   656381  1054004   854736  1203273  1003402    506040   1008349   825494  1172878  1224194  1139731
            2048    1024   527287  1319537   876362  1735759  1542232  1320349   675638   1116764   1219155   704739  1647536   977483  1563282
            2048    2048   670627  1014422  1147343  1010247  1356418   813301   717573    651601   1107691   868125  1215360  1062873  1232980
            4096       4   308453   595947   531065   704994   457595   508629   532019    504121    603950   421614   529461   547516   715714
            4096       8   376266   824971   686897  1009108   676111   531673   900988    673250    696477   545257   646861   769197   897270
            4096      16   414164   827634   839196  1260001   830354   880892   836418    925898    643036   742566   854940   938544  1187537
            4096      32   616211   768337   896474  1391217   612171  1084190  1016090    812717   1150555   707665   803142  1339894  1025308
            4096      64   695659  1054574  1093436  1324707  1100722  1144119  1156441    966257   1267344   723551   996581  1512072  1370791
            4096     128   691431  1316989  1024758  1470148  1527261  1219052  1158078   1043873   1264266   909382   792546  1167919  1583280
            4096     256   476493  1298278  1784772  1478626   953652  1213970  1121928    923360   1140321   763318   749629  1083848  1441771
            4096     512   455013  1211829  1708113  1477100  1251465  1138734  1083301    825645   1365779   866715   796440  1151557  1599942
            4096    1024   573277  1130268  1419260  1682848  1034632  1157766  1194472    965822   1110613   758801   857629  1220438  1445288
            4096    2048   620037  1090521  1336351   961498  1040648  1209015  1376282   1098119   1018681   800336  1584448  1170306  1406133
            4096    4096   623819  1250372  1293781  1490039  1403147   944218  1316686    886757   1331586  1150247  1093158  1327675  1344719
            8192       4   315891   565985   470779   669169   492423   455869   509547    619900    518255   426893   509547   629382   698499
            8192       8   406230   778271   807176   959051   695586   634308   727593    731559    752252   629670   683683   874832   978859
            8192      16   473334   989600   963218  1255663   850492   780924   897477    787456    992602   661976   789664   973479  1091970
            8192      32   495677  1047559  1170258  1433160   992000  1034626  1037625    972459   1166444   785207   901314  1092422  1342292
            8192      64   615757  1146210  1301564  1264815  1280416  1096221  1357619   1101810   1563668   758094  1050666  1342921  1616715
            8192     128   521551  1198338  1221774  1635103   944420  1154607  1177356   1153173   1205782   865597   994182  1526976  1410972
            8192     256   583477  1324901  1266354  1676673  1334420   814080  1248772   1235570   1274432   804398   874564  1505302  1299250
            8192     512   482792  1262677  1597473  1490803  1259899  1291874  1387498   1137295   1458219   598603   984722  1382140  1455316
            8192    1024   634988  1104324  1519615  1555949  1414108  1173616  1452977   1089063   1235437   803759   833876  1343604  1404398
            8192    2048   632789  1291097  1380751  1444305  1355424  1230041  1074487   1071438   1360145   998428  1070003  1042632  1202953
            8192    4096   683465  1286842  1355852  1343604  1487318   822066  1354302    930482   1275426   944213  1413410  1415565  1276990
            8192    8192   701422  1251091  1401019  1417258  1382640  1164310  1166128   1288048   1368488  1239135  1237439  1364412  1526976
           16384       4   329552   597779   668134   711604   593489   505789   613704    448678    453020   431032   507683   630634   718065
           16384       8   458292   848380   944859   997556   826931   662542   871822    843444    815769   668329   415786   753984   900461
           16384      16   547208   967133  1098197  1047508   953115   892520  1065834   1052014   1036636   752382   834431  1142453  1183638
           16384      32   553382  1109276  1289058  1506582  1344598   969015  1065487   1078395   1299393   901111   943186  1118047  1410474
           16384      64   603751  1163065  1382830  1454140  1353710  1071134  1215353   1233924   1311044   857751   942643  1277817  1622471
           16384     128   675828  1139120  1471515  1516323  1434171  1132736  1486636   1311345   1411807   910326  1004350  1369573  1735611
           16384     256   671417  1286043  1580564  1692230  1505592  1250108  1451713   1151295   1403933   893251   951888  1331597  1517863
           16384     512   609957  1292112  1451069  1487151  1429428  1250791  1368646   1116304   1402987   776642   959249  1438825  1616746
           16384    1024   682066  1262928  1591140  1663152  1482723  1133520  1370803   1238862   1313149   829827   888068  1472713  1634978
           16384    2048   693703  1194419  1344388  1454786  1354937  1273908  1224339   1233282   1238974   920706   946943  1248110  1359333
           16384    4096   643845  1190776  1488891  1414015  1201540  1175419  1256922   1223598   1392497  1068751  1120344  1232906  1427794
           16384    8192   636840  1206116  1531496  1464802  1301855  1194004  1289373   1297014   1362621  1075206  1605490  1434800  1420357
           16384   16384   697285  1311770  1488794  1478448  1468245  1208173  1307701   1387885   1499711  1243300  1191395  1391059  1373570
           32768      64   625607  1310192  1504435  1621051  1453968  1043102  1476777   1354107   1517743  1023877  1073131  1318323  1578038
           32768     128   664721  1290387  1465018  1580179  1426369  1209724  1420986   1252498   1447216   873555   953782  1459154  1673802
           32768     256   679691  1293082  1617122  1492315  1553284  1245552  1502971   1287691   1427732   946530  1030440  1587681  1580470
           32768     512   644494  1328197  1397052  1534879  1435756  1249310  1518934   1206919   1551215   836004   968611  1613155  1626192
           32768    1024   673892  1223280  1510537  1497404  1412109  1256770  1419020   1277707   1454614   840961   923774  1499822  1576138
           32768    2048   675323  1304101  1477968  1430600  1357183  1221681  1322675   1180363   1408477   927402   986627  1426798  1478032
           32768    4096   660672  1336151  1347311  1411007  1447018  1268497  1469938   1330460   1373513   972490  1012450  1435366  1441176
           32768    8192   727433  1296302  1476301  1547565  1480101  1207991  1469356   1348143   1402985  1128650  1211334  1515083  1516822
           32768   16384   748216  1368807  1462913  1579035  1468430  1321137  1453844   1296449   1455893  1108112  1734490  1458628  1480771
           65536      64   652475  1266591  1546240  1618739  1245669  1199880  1327901   1259701   1498030  1049617  1050323  1393255  1550417
           65536     128   691703  1242364  1472851  1708092  1291144  1224466  1300859   1254973   1244113   946448  1005200  1337827  1555717
           65536     256   669459  1318600  1392077  1425376  1500672  1326747  1564367   1366954   1606310   964545  1000641  1671917  1740804
           65536     512   683166  1340202  1453605  1685335  1679938  1291453  1577737   1192343   1606507   928573  1031414  1339954  1680236
           65536    1024   444541  1241842  1409834  1605334  1313610  1259701  1390837   1011280    630985   821932   725645  1307349  1548653
           65536    2048   655969  1253297  1468986  1437346  1368274   611138  1366961   1147620   1295305   634287   918409  1403700  1020557
           65536    4096   607557  1251237  1374322  1534800  1359020  1319505  1295818   1268994   1486752   945234   948287  1460572  1423273
           65536    8192   729061  1275217  1566498  1023232  1333220  1289617  1388890   1258518   1481942   980681   977698  1431351  1575305
           65536   16384   743848  1356177  1484463  1537711  1441401  1308289  1402890   1034492   1307971  1109032  1158864  1323451  1495577
          131072      64   597877   893566  1544532  1678880  1347702  1176706  1387989   1350815   1340917   958521  1030853  1413294  1615119
          131072     128   653317  1286559  1608226  1777098  1423858  1257297  1454173   1480385   1551204   980322   862383  1527113  1725271
          131072     256   714210  1140241  1629418  1422808  1494873  1332412  1597524   1372886   1563899   967956   839904  1383726  1758859
          131072     512   718060  1317030  1442172  1574154  1570588  1308130  1446741   1255695   1490185   943730   979639  1475621  1781960
          131072    1024   675830  1140262  1448903  1626386  1515159  1292546  1473031   1276471   1578457   888557   941035  1452176  1649077
          131072    2048   721273  1067875  1310300  1561682  1399907  1297203  1443001   1150774   1147740   730372   843857  1309869  1391836
          131072    4096   667733  1244805  1391896  1404423  1410832  1278353  1384619    966223   1452433   648573   536989  1443698  1427600
          131072    8192   717628  1280602  1220990  1239615  1358962   842056  1323329   1231695   1036708   933860   829905  1433956  1450555
          131072   16384   720029  1310181  1487527  1037635  1442062  1273680  1415328   1257913   1512954   974007   896710  1385613  1482733
          262144      64   705845  1017556  1555491  1593627  1497409  1117937  1526917   1115710   1541199  1013590  1050041  1345184  1677484
          262144     128   667600  1322496  1614185  1758023  1469089  1215976  1543731   1385934   1606390   996862   807790  1299962  1701912
          262144     256   728704  1400618  1541941  1828558  1654394  1304159  1677924   1360918   1526311   986631  1040035  1698780  1806728
          262144     512   649372  1370456  1613749  1765906  1621084  1181169  1503721   1293198   1629710   732493   792215  1516861  1746671
          262144    1024   664547  1326741  1585741  1661948  1543404  1192549  1224726   1260399   1530294   926140   944411  1458422  1672027
          262144    2048   699728  1109130  1292112  1165234  1438383  1279612  1469754   1281984   1441920   758147   826170  1415678  1516388
          262144    4096   734412  1310713  1486507  1531242  1510194  1198662  1313458   1319044   1524599   910411   852265  1509037  1546608
          262144    8192   749160  1376235  1498240  1531268  1264289  1333692  1421542   1247884   1508455   905287   941244  1373991  1378848
          262144   16384   699375  1282234  1518046  1559655  1538026  1221842  1054629   1282092   1453627   762771   898159  1477491  1237935
          524288      64   708637  1261077  1511469  1672700  1405796   967144  1603077   1566891   1531953  1056220  1015989  1536023  1534598
          524288     128   691847  1281589  1553611  1701631  1509293  1235607  1685818   1268277   1621291   918647  1004977  1676562  1690668
          524288     256   679180  1289228  1770741  1408324  1615773  1199609  1727580   1460265   1595744   957009  1023799  1789581  1746038
          524288     512   742006  1355341  1709098  1405100  1383619  1329725  1540418   1293410   1580456   882422  1000246  1723837  1748711
          524288    1024   725037  1314948  1200881  1701052  1588943  1323464  1586137   1206349   1604818   928454   952416  1369631  1668340
          524288    2048   676170  1345784  1499139  1516620  1430554  1335459  1487540   1336950   1383707   883227   861884  1504365  1449831
          524288    4096   673695  1262082  1470789  1506168  1506951  1323485  1542227   1299431   1279275   750034   894593  1510503  1555196
          524288    8192   740186  1332573  1264435  1505173  1393589  1305689  1099982   1344824   1489141   919434   864839  1496482  1549896
          524288   16384   686273  1272170  1420399  1495133  1518856  1110228  1392320   1278094   1517621   885922   835817  1415449  1372750

iozone test complete.
Excel output is below:

"Writer report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   93407  47336  292156  447537  64268 
"128"   273522  488594  546819  508012  93485  83445 
"256"   148495  166554  650041  144557  210545  686182  619655 
"512"   196911  465851  489420  248298  162912  174085  280247  597385 
"1024"   243453  265157  338058  550509  334869  363893  341336  658554  567306 
"2048"   328000  402267  600786  430879  535839  682672  631714  668175  527287  670627 
"4096"   308453  376266  414164  616211  695659  691431  476493  455013  573277  620037  623819 
"8192"   315891  406230  473334  495677  615757  521551  583477  482792  634988  632789  683465  701422 
"16384"   329552  458292  547208  553382  603751  675828  671417  609957  682066  693703  643845  636840  697285 
"32768"   0  0  0  0  625607  664721  679691  644494  673892  675323  660672  727433  748216 
"65536"   0  0  0  0  652475  691703  669459  683166  444541  655969  607557  729061  743848 
"131072"   0  0  0  0  597877  653317  714210  718060  675830  721273  667733  717628  720029 
"262144"   0  0  0  0  705845  667600  728704  649372  664547  699728  734412  749160  699375 
"524288"   0  0  0  0  708637  691847  679180  742006  725037  676170  673695  740186  686273 

"Re-writer report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   447537  942521  1124074  760859  929467 
"128"   225404  130093  1217930  1229084  1165070  1206978 
"256"   739590  917880  1300235  1292410  1375171  552960  635423 
"512"   543418  1034032  1108203  621413  1354190  1062161  1004057  1018341 
"1024"   646851  836604  987392  1002839  1166538  1189476  1154311  1427940  1065535 
"2048"   470248  651799  978931  844567  1201254  836263  1079028  1167617  1319537  1014422 
"4096"   595947  824971  827634  768337  1054574  1316989  1298278  1211829  1130268  1090521  1250372 
"8192"   565985  778271  989600  1047559  1146210  1198338  1324901  1262677  1104324  1291097  1286842  1251091 
"16384"   597779  848380  967133  1109276  1163065  1139120  1286043  1292112  1262928  1194419  1190776  1206116  1311770 
"32768"   0  0  0  0  1310192  1290387  1293082  1328197  1223280  1304101  1336151  1296302  1368807 
"65536"   0  0  0  0  1266591  1242364  1318600  1340202  1241842  1253297  1251237  1275217  1356177 
"131072"   0  0  0  0  893566  1286559  1140241  1317030  1140262  1067875  1244805  1280602  1310181 
"262144"   0  0  0  0  1017556  1322496  1400618  1370456  1326741  1109130  1310713  1376235  1282234 
"524288"   0  0  0  0  1261077  1281589  1289228  1355341  1314948  1345784  1262082  1332573  1272170 

"Reader report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   40024  916769  1255511  49501  1638743 
"128"   673778  955616  1543594  88464  1833539  1772988 
"256"   927393  1267990  1506359  1740810  1802167  1718521  1361224 
"512"   263113  1255246  1402845  533827  330087  1931527  1954379  469723 
"1024"   421910  536146  1065535  738245  410891  529732  1468964  405843  1244266 
"2048"   523910  477940  957543  840353  957970  779287  1505736  656381  876362  1147343 
"4096"   531065  686897  839196  896474  1093436  1024758  1784772  1708113  1419260  1336351  1293781 
"8192"   470779  807176  963218  1170258  1301564  1221774  1266354  1597473  1519615  1380751  1355852  1401019 
"16384"   668134  944859  1098197  1289058  1382830  1471515  1580564  1451069  1591140  1344388  1488891  1531496  1488794 
"32768"   0  0  0  0  1504435  1465018  1617122  1397052  1510537  1477968  1347311  1476301  1462913 
"65536"   0  0  0  0  1546240  1472851  1392077  1453605  1409834  1468986  1374322  1566498  1484463 
"131072"   0  0  0  0  1544532  1608226  1629418  1442172  1448903  1310300  1391896  1220990  1487527 
"262144"   0  0  0  0  1555491  1614185  1541941  1613749  1585741  1292112  1486507  1498240  1518046 
"524288"   0  0  0  0  1511469  1553611  1770741  1709098  1200881  1499139  1470789  1264435  1420399 

"Re-Reader report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   955947  1363961  1143223  1690338  2052169 
"128"   992724  571257  1663139  1749872  1852520  321709 
"256"   873809  197349  1675612  1552085  1985448  1897721  711178 
"512"   660803  318579  498047  1024169  1902438  878027  964378  1961520 
"1024"   355696  1081363  970656  1673273  576907  1855433  1477555  1338494  1078919 
"2048"   720643  828839  1087085  1166982  1486197  1608660  1701042  1054004  1735759  1010247 
"4096"   704994  1009108  1260001  1391217  1324707  1470148  1478626  1477100  1682848  961498  1490039 
"8192"   669169  959051  1255663  1433160  1264815  1635103  1676673  1490803  1555949  1444305  1343604  1417258 
"16384"   711604  997556  1047508  1506582  1454140  1516323  1692230  1487151  1663152  1454786  1414015  1464802  1478448 
"32768"   0  0  0  0  1621051  1580179  1492315  1534879  1497404  1430600  1411007  1547565  1579035 
"65536"   0  0  0  0  1618739  1708092  1425376  1685335  1605334  1437346  1534800  1023232  1537711 
"131072"   0  0  0  0  1678880  1777098  1422808  1574154  1626386  1561682  1404423  1239615  1037635 
"262144"   0  0  0  0  1593627  1758023  1828558  1765906  1661948  1165234  1531242  1531268  1559655 
"524288"   0  0  0  0  1672700  1701631  1408324  1405100  1701052  1516620  1506168  1505173  1495133 

"Random read report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   129816  653436  1163036  1330167  1492919 
"128"   402510  1076312  1123617  1451764  1319723  1603529 
"256"   672010  1076103  1471270  1543163  343179  706964  1704877 
"512"   299225  383561  316606  1565443  787545  1809465  1789859  1098566 
"1024"   374425  537555  539243  608024  730336  630518  599872  632095  540396 
"2048"   490886  582494  710628  815308  656782  985106  844900  854736  1542232  1356418 
"4096"   457595  676111  830354  612171  1100722  1527261  953652  1251465  1034632  1040648  1403147 
"8192"   492423  695586  850492  992000  1280416  944420  1334420  1259899  1414108  1355424  1487318  1382640 
"16384"   593489  826931  953115  1344598  1353710  1434171  1505592  1429428  1482723  1354937  1201540  1301855  1468245 
"32768"   0  0  0  0  1453968  1426369  1553284  1435756  1412109  1357183  1447018  1480101  1468430 
"65536"   0  0  0  0  1245669  1291144  1500672  1679938  1313610  1368274  1359020  1333220  1441401 
"131072"   0  0  0  0  1347702  1423858  1494873  1570588  1515159  1399907  1410832  1358962  1442062 
"262144"   0  0  0  0  1497409  1469089  1654394  1621084  1543404  1438383  1510194  1264289  1538026 
"524288"   0  0  0  0  1405796  1509293  1615773  1383619  1588943  1430554  1506951  1393589  1518856 

"Random write report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   119847  659861  809014  901377  1163036 
"128"   260641  831319  130219  150434  94606  1217930 
"256"   438475  889002  186581  1219045  441359  1260547  1362952 
"512"   498047  696600  514021  342511  1333173  371035  359002  1411141 
"1024"   522705  682303  874595  950675  1159609  836604  1199106  1174192  1107291 
"2048"   411320  675904  908237  903366  1167617  1325442  1362442  1203273  1320349  813301 
"4096"   508629  531673  880892  1084190  1144119  1219052  1213970  1138734  1157766  1209015  944218 
"8192"   455869  634308  780924  1034626  1096221  1154607  814080  1291874  1173616  1230041  822066  1164310 
"16384"   505789  662542  892520  969015  1071134  1132736  1250108  1250791  1133520  1273908  1175419  1194004  1208173 
"32768"   0  0  0  0  1043102  1209724  1245552  1249310  1256770  1221681  1268497  1207991  1321137 
"65536"   0  0  0  0  1199880  1224466  1326747  1291453  1259701  611138  1319505  1289617  1308289 
"131072"   0  0  0  0  1176706  1257297  1332412  1308130  1292546  1297203  1278353  842056  1273680 
"262144"   0  0  0  0  1117937  1215976  1304159  1181169  1192549  1279612  1198662  1333692  1221842 
"524288"   0  0  0  0  967144  1235607  1199609  1329725  1323464  1335459  1323485  1305689  1110228 

"Backward read report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   33753  720041  31404  969761  65031 
"128"   597981  927549  848397  160221  526961  118180 
"256"   748353  180133  1169901  1463250  1375171  1479379  608074 
"512"   368110  286682  321392  1438555  861818  1614885  1594501  821907 
"1024"   415904  455129  377884  524556  1113030  1296083  768769  616136  1103592 
"2048"   454498  661741  751012  776048  917159  970635  754574  1003402  675638  717573 
"4096"   532019  900988  836418  1016090  1156441  1158078  1121928  1083301  1194472  1376282  1316686 
"8192"   509547  727593  897477  1037625  1357619  1177356  1248772  1387498  1452977  1074487  1354302  1166128 
"16384"   613704  871822  1065834  1065487  1215353  1486636  1451713  1368646  1370803  1224339  1256922  1289373  1307701 
"32768"   0  0  0  0  1476777  1420986  1502971  1518934  1419020  1322675  1469938  1469356  1453844 
"65536"   0  0  0  0  1327901  1300859  1564367  1577737  1390837  1366961  1295818  1388890  1402890 
"131072"   0  0  0  0  1387989  1454173  1597524  1446741  1473031  1443001  1384619  1323329  1415328 
"262144"   0  0  0  0  1526917  1543731  1677924  1503721  1224726  1469754  1313458  1421542  1054629 
"524288"   0  0  0  0  1603077  1685818  1727580  1540418  1586137  1487540  1542227  1099982  1392320 

"Record rewrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   74944  651849  799377  673098  969761 
"128"   342216  666253  1114289  934004  334123  81063 
"256"   159597  1007446  1195962  1274008  1190657  241953  1347557 
"512"   288803  941133  1365383  1358474  894857  528962  751971  778128 
"1024"   387010  500999  399241  1062372  768769  671948  540668  670585  621395 
"2048"   502341  723192  726494  1066700  882756  799375  915497  506040  1116764  651601 
"4096"   504121  673250  925898  812717  966257  1043873  923360  825645  965822  1098119  886757 
"8192"   619900  731559  787456  972459  1101810  1153173  1235570  1137295  1089063  1071438  930482  1288048 
"16384"   448678  843444  1052014  1078395  1233924  1311345  1151295  1116304  1238862  1233282  1223598  1297014  1387885 
"32768"   0  0  0  0  1354107  1252498  1287691  1206919  1277707  1180363  1330460  1348143  1296449 
"65536"   0  0  0  0  1259701  1254973  1366954  1192343  1011280  1147620  1268994  1258518  1034492 
"131072"   0  0  0  0  1350815  1480385  1372886  1255695  1276471  1150774  966223  1231695  1257913 
"262144"   0  0  0  0  1115710  1385934  1360918  1293198  1260399  1281984  1319044  1247884  1282092 
"524288"   0  0  0  0  1566891  1268277  1460265  1293410  1206349  1336950  1299431  1344824  1278094 

"Stride read report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   43185  983980  1066042  577521  1452528 
"128"   535368  77899  1539168  1618028  1421023  1377278 
"256"   739590  947860  1581810  1829808  1552085  1437779  852984 
"512"   320194  690996  515008  542457  1734911  1711407  1815584  1689859 
"1024"   268976  382223  462281  354083  1020956  2064088  635274  701470  681221 
"2048"   368464  611174  800045  1183218  773672  739376  1031228  1008349  1219155  1107691 
"4096"   603950  696477  643036  1150555  1267344  1264266  1140321  1365779  1110613  1018681  1331586 
"8192"   518255  752252  992602  1166444  1563668  1205782  1274432  1458219  1235437  1360145  1275426  1368488 
"16384"   453020  815769  1036636  1299393  1311044  1411807  1403933  1402987  1313149  1238974  1392497  1362621  1499711 
"32768"   0  0  0  0  1517743  1447216  1427732  1551215  1454614  1408477  1373513  1402985  1455893 
"65536"   0  0  0  0  1498030  1244113  1606310  1606507  630985  1295305  1486752  1481942  1307971 
"131072"   0  0  0  0  1340917  1551204  1563899  1490185  1578457  1147740  1452433  1036708  1512954 
"262144"   0  0  0  0  1541199  1606390  1526311  1629710  1530294  1441920  1524599  1508455  1453627 
"524288"   0  0  0  0  1531953  1621291  1595744  1580456  1604818  1383707  1279275  1489141  1517621 

"Fwrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   61066  695778  453587  415659  1143223 
"128"   561694  128382  1024942  1217930  590094  895074 
"256"   84875  549564  917880  163909  255725  234656  1286217 
"512"   194222  399323  367291  383561  486648  442524  370459  369440 
"1024"   265764  431706  359176  671423  547631  503938  345815  502699  1060013 
"2048"   429887  499769  640380  632878  691631  757970  792297  825494  704739  868125 
"4096"   421614  545257  742566  707665  723551  909382  763318  866715  758801  800336  1150247 
"8192"   426893  629670  661976  785207  758094  865597  804398  598603  803759  998428  944213  1239135 
"16384"   431032  668329  752382  901111  857751  910326  893251  776642  829827  920706  1068751  1075206  1243300 
