	Iozone: Performance Test of File I/O
	        Version $Revision: 3.492 $
		Compiled for 64 bit mode.
		Build: linux 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa,
	             Alexey Skidanov, Sudhir Kumar.

	Run began: Mon Nov 22 16:48:50 2021

	Excel chart generation enabled
	Auto Mode
	Command line used: iozone -Ra
	Output is in kBytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 kBytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                              random    random     bkwd    record    stride                                    
              kB  reclen    write  rewrite    read    reread    read     write     read   rewrite      read   fwrite frewrite    fread  freread
            2048       4   323540   625186   518346   723618   523272   506577   558193    598484    479970   349300   514681   535405   651848
            2048       8   362340   909776   590340   866287   770825   699916   544984    490438    606256   536542   602007   590219   899487
            2048      16   597943   931278   509824  1177702   758774   930471   714291    668227    780136   619862   785846   584476  1089981
            2048      32   487737  1252577  1491617   914328   596572   975153   853377    785630    722158   522317   976594  1197736  1325646
            2048      64   330270  1218982  1002933  1690996   950760  1078486  1002933    685177    910258   661486  1002465   793175  1631886
            2048     128   684031  1137768  1014302  1108120   985558  1247303   676756    941589   1103990   736650  1072293   991702  1394061
            2048     256   522190   957863   952975  1627866   969649  1061690  1634370    783767    967356   957543  1093450   816548  1666393
            2048     512   511859  1273751  1057248  1338453   720885   874845  1308482    813301   1022513   692133  1135212   879322  1464907
            2048    1024   460541   998039  1586379   979936  1382840   917159  1428131    816937    978485   677236  1406616   682022  1414259
            2048    2048   362661  1168252  1253491   835856   718894  1040724   806884   1067230   1133415  1080113  1178995  1151804  1066700
            4096       4   346383   475951   629672   641595   510594   439306   553514    654850    502220   442759   463659   539148   653778
            4096       8   384932   793644   818525   926897   718197   785551   695997    838336    708658   549583   632198   924354   896053
            4096      16   536404   853496   789668  1227062   830153   824496   945933    851550    888500   774118   856005   850328  1238563
            4096      32   443960  1148632  1050255  1208249   994159  1074224  1130566    865798   1110613   809195   773839  1017113  1427159
            4096      64   513801  1280855  1487846  1494446   995599  1140624  1165305   1053733    875014   826002   855281  1167284  1457180
            4096     128   449913   914513  1194805  1495487  1216807  1137754  1332102    986736   1182469   803931  1022257  1458169  1749690
            4096     256   671565  1281620  1677262  1484631  1200482   851213  1187208   1026779    969693   749368   852945  1272035  1716646
            4096     512   619589  1290961  1576018  1375951  1369480   768062  1401316    895867   1125234   791961   754038  1360802  1474944
            4096    1024   624386  1288058  1274489  1515941  1087346  1241158   920836    917786   1253748   874302   968982  1375841  1331586
            4096    2048   685308   722638  1387061  1379155  1029116  1020375  1373971    868512   1483990   820519  1435147   936650  1273639
            4096    4096   665581  1069743  1301130  1310259  1093089  1040144  1094621   1192482   1215516  1257971  1246832  1204775  1313264
            8192       4   307299   592043   572311   635822   473034   503285   568928    592166    530531   455091   509797   584053   692125
            8192       8   407947   748532   959479   944109   742755   686675   735175    820104    679559   573505   661606   855383   914094
            8192      16   500157   950008  1072240  1134328   972790   841762  1022982   1072273    972459   762113   734907   978023  1148010
            8192      32   531047   998544  1239537  1268691  1146669   930583   889162   1231319   1000376   888403   779383  1275000  1132273
            8192      64   577554  1195254  1324492  1517870  1205063  1103898  1149623   1298661   1171935   903186   895675  1415856  1267896
            8192     128   553664  1150239  1179700  1406352  1192806   925744   470695   1146669   1115619   525436   537704  1084012  1440490
            8192     256   507276  1071571  1035780  1366474  1032512  1017258  1032915   1150894   1168587   755710   856556   930784  1205951
            8192     512   506341   895302   834302   864139   879917   888128   896961   1241777   1320218   852264   846636   909208  1007268
            8192    1024   512122   917561  1192226   831234   460149   876505  1094475    604969   1628979   691540   975469   792652   620650
            8192    2048   460686   925245   949798  1033164   922537   786483   986758   1188432   1053339  1013358   965003   925644  1037375
            8192    4096   530776   857539   960042   911742   764895   803458   788830    927017   1348720   784293  1287035   870576   927969
            8192    8192   639051   999765  1274196  1537568  1415623  1038409  1441759   1293966   1458962   931870  1315769  1278796  1530923
           16384       4   285118   591202   456760   465892   516568   472991   504949    518892    385642   342082   406812   506035   400332
           16384       8   306442   722398   643189   710956   498737   468222   725502    925280    688318   650932   697427   893983   958740
           16384      16   580971  1020488  1115688  1218218  1034810   856853  1018521   1158711   1034467   774401   788376  1084471  1198021
           16384      32   638705  1091100  1220035  1374037  1096287   970150  1079513   1258096   1020185   896175   938536  1458956  1343494
           16384      64   616407  1138648  1415967  1636965  1357185  1158359  1294864   1287344   1342392   904539  1007383  1399245  1496934
           16384     128   677167  1181766  1490829  1598283  1343389  1167530  1497227   1365790   1371624   892718  1011163  1492999  1640364
           16384     256   603549  1234367  1602345  1675602  1629280  1220057  1474040   1279196   1334960   986812  1088783  1556083  1569016
           16384     512   561425  1108829  1510457  1438464  1400243  1174816  1306235   1061275   1691897   836901   994524  1506582  1645825
           16384    1024   695676  1282515  1551516  1608308  1304053  1194772  1306111   1096130   1458832   860059   845582  1510324  1489859
           16384    2048   680169  1234567  1340846  1461407  1416814  1278292  1289784   1159532   1370010   869318   925592  1217075  1194253
           16384    4096   648824  1185537  1423594  1525512  1434440  1272728  1386485   1174053   1421856  1077043   860092  1308000  1370940
           16384    8192   629260  1297749  1409491  1600777  1422857  1229464  1287030   1166045   1363297   858931  1362135  1468088  1300524
           16384   16384   613677  1094890  1465490  1406232  1322779  1157481  1343179   1271339   1384362  1243278  1219321  1394984  1341213
           32768      64   651555  1237466  1423827  1529005  1255909  1133958  1327876   1313824   1501395   956005  1024060  1461295  1582544
           32768     128   640938  1242107  1590456  1643322  1410168  1183300  1512831    907422   1181124   853865  1054717  1065312  1382090
           32768     256   683337  1305228  1558215  1596571  1239430  1184371  1491958   1374268   1458303   993121  1074885  1504155  1582690
           32768     512   655123  1293022  1482240  1570016  1410776  1295227  1390297   1137619   1565973   913623   997229  1403586  1643656
           32768    1024   664329  1245360  1610226  1620402  1508299   952005   550694    659025   1270867   769075   845061  1203295  1305029
           32768    2048   673212  1326159  1521759  1517324  1405567  1295130  1380119   1193856   1285163   887614   946179  1364486  1436822
           32768    4096   705521  1291806  1503201  1456541  1297281  1283255  1424314   1175879   1363511   905241  1008712  1440980  1469356
           32768    8192   669145  1383732  1435801  1580779   632049   697355  1374667    971164   1288355  1166419  1141786  1379593  1383955
           32768   16384   663063  1320641  1587828  1598056  1455954  1271407  1477364   1278646   1334361  1007500  1648862  1290836  1377961
           65536      64   634460  1230909  1431918  1574782  1243685  1230584  1296790   1274300   1302616   678279   952516  1320361  1609545
           65536     128   650132  1318790  1595448  1567248  1487090  1263854  1501156   1357724   1451517   858508   753329  1273556  1063601
           65536     256   626073  1187917  1406076  1580941  1338121  1329435  1414491   1356036   1346062   907889  1015888  1369324  1632807
           65536     512   689598  1328465  1572817  1598519  1507511  1301820  1576181   1170222   1585061   980975  1028450  1423863  1742382
           65536    1024   692644  1239731  1381484  1586021  1550706  1205790  1348195   1191800   1451425   811551   930922  1523419  1556598
           65536    2048   722167  1240436  1318524  1309380  1369037  1258351  1413451   1121173   1416686   911514   626634  1307032  1517741
           65536    4096   727038  1215430  1417211  1460509  1477768  1323534  1343799    524209    664860   798927   906945  1290513  1454281
           65536    8192   699789  1390513  1532396  1530076  1359416  1313873  1380811   1291884   1480777   957416  1011343  1374810  1124733
           65536   16384   410992  1234131  1372572  1465407  1440291  1287974  1440442   1274176   1540866  1141923   910135  1228604  1490169
          131072      64   659448  1256636  1398532  1573703  1376358  1197900  1307986   1417024   1387946   946401  1012671  1495336  1660523
          131072     128   685408  1277890  1456110  1654158  1455497  1303564  1453320   1379605   1505657  1030213   867888  1491709  1229650
          131072     256   703259  1304417  1445193  1686285  1269524  1333320  1463935   1354285   1492353   830804   904006  1494345  1703761
          131072     512   703557  1359540  1607478  1693610  1517615  1047862  1471856   1218617   1558526   955668   874588  1172735  1736881
          131072    1024   700972  1250030  1666862  1560176  1462693  1280763  1616596   1198569   1344008   861046   961691  1319720  1364751
          131072    2048   621155  1019849  1418912  1403896  1376516   957582  1380942   1250474   1458281   870609   903153   921939  1542858
          131072    4096   716843  1274078  1510895  1536275  1454997   852173  1395082   1238995    837974   861918   797580  1327672  1533147
          131072    8192   676050  1385421  1421234  1489167  1482445  1345307   933788   1236423   1464637   759014   931584  1176356  1469036
          131072   16384   732024  1312411  1477449  1344850  1385935  1368468  1492203   1315086   1512762  1012084   994929  1470868  1480720
          262144      64   603288  1246257  1580105  1241394  1405771  1263423  1538727   1515644   1539182   785156   953583  1544924  1650770
          262144     128   652021  1333409  1618590  1745196  1449606  1120920  1430698   1036125    956056  1008987  1041788  1678690  1544067
          262144     256   650697  1212501  1687126  1809824  1340108  1340519  1580580   1274491   1593484  1065817  1086778  1632827  1441213
          262144     512   618859  1176546  1655355  1707499  1594221  1308679  1568401   1315119   1600948   968890   950592  1612695  1650044
          262144    1024   714300  1281758  1567189  1670772  1569292  1344583  1630878   1217982   1573579   874299   900807  1616515  1423310
          262144    2048   552930  1037318  1313664  1529632  1445754  1308397  1481883    955993   1334461   898141   904197  1471405  1567602
          262144    4096   589055  1306395  1461520  1359985  1382192  1287499  1186708   1041394   1430136   915991   886058  1090776  1382055
          262144    8192   645128  1237433  1434502  1562623  1486928  1207452  1440613   1110901   1461918   794770   859212  1437169  1373330
          262144   16384   744820  1355703  1544047  1527360  1532935   912551  1319753   1345445   1484192   953674   978335  1399311  1095136
          524288      64   663279  1177368  1629387  1626929  1520627  1225802  1550473   1230304   1576687   967826  1015981  1613521  1596288
          524288     128   714997  1315687  1650541  1705018  1409648  1204506  1516484   1468202   1547714   963812  1087980  1625925  1720884
          524288     256   739162  1356368  1691945  1776060  1394483  1252132  1689126   1303291   1612479   985011   893602  1737468  1721256
          524288     512   711924  1375156  1577522  1718645  1672439  1271269  1598170   1269349   1251857   880046   941859  1679694  1594515
          524288    1024   698250  1301854  1397114  1633179  1497195  1336211  1559843   1165605   1678806   878500   919469  1642305  1291282
          524288    2048   714903  1316509  1483092  1199875  1283402  1325783  1503424   1211668   1362306   817568   891209  1391895  1366903
          524288    4096   673216  1355149  1470678  1512634  1476725  1317418  1513345   1209276   1466027   905596   915204  1332662  1354444
          524288    8192   669168  1264828  1156449  1296224  1438072  1322806  1500812   1126786   1406450   831882   826793  1428169  1480495
          524288   16384   719619  1233595  1408990  1540415  1232001  1280885  1424157   1299093   1484470   830880   880448  1490157  1534275

iozone test complete.
Excel output is below:

"Writer report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   20499  17477  214781  201255  413101 
"128"   142375  82738  561107  417212  603357  531131 
"256"   151662  540164  592636  660030  136247  175110  641497 
"512"   190467  394482  505432  285387  599553  283653  517739  608903 
"1024"   266804  341119  348538  372477  366127  363370  399056  538431  691865 
"2048"   323540  362340  597943  487737  330270  684031  522190  511859  460541  362661 
"4096"   346383  384932  536404  443960  513801  449913  671565  619589  624386  685308  665581 
"8192"   307299  407947  500157  531047  577554  553664  507276  506341  512122  460686  530776  639051 
"16384"   285118  306442  580971  638705  616407  677167  603549  561425  695676  680169  648824  629260  613677 
"32768"   0  0  0  0  651555  640938  683337  655123  664329  673212  705521  669145  663063 
"65536"   0  0  0  0  634460  650132  626073  689598  692644  722167  727038  699789  410992 
"131072"   0  0  0  0  659448  685408  703259  703557  700972  621155  716843  676050  732024 
"262144"   0  0  0  0  603288  652021  650697  618859  714300  552930  589055  645128  744820 
"524288"   0  0  0  0  663279  714997  739162  711924  698250  714903  673216  669168  719619 

"Re-writer report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   212066  1049372  66745  598110  780776 
"128"   670413  819893  1254941  1254941  129967  1440082 
"256"   686182  190183  1237306  752549  318069  1497953  1447470 
"512"   592604  734482  1270094  927716  1560891  1094088  948197  1406520 
"1024"   584126  709582  973296  1064215  1194770  1034232  1528019  1204825  841522 
"2048"   625186  909776  931278  1252577  1218982  1137768  957863  1273751  998039  1168252 
"4096"   475951  793644  853496  1148632  1280855  914513  1281620  1290961  1288058  722638  1069743 
"8192"   592043  748532  950008  998544  1195254  1150239  1071571  895302  917561  925245  857539  999765 
"16384"   591202  722398  1020488  1091100  1138648  1181766  1234367  1108829  1282515  1234567  1185537  1297749  1094890 
"32768"   0  0  0  0  1237466  1242107  1305228  1293022  1245360  1326159  1291806  1383732  1320641 
"65536"   0  0  0  0  1230909  1318790  1187917  1328465  1239731  1240436  1215430  1390513  1234131 
"131072"   0  0  0  0  1256636  1277890  1304417  1359540  1250030  1019849  1274078  1385421  1312411 
"262144"   0  0  0  0  1246257  1333409  1212501  1176546  1281758  1037318  1306395  1237433  1355703 
"524288"   0  0  0  0  1177368  1315687  1356368  1375156  1301854  1316509  1355149  1264828  1233595 

"Reader report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   158387  43985  64842  653436  1734015 
"128"   126358  1266785  83341  1017175  1349580  1778862 
"256"   160312  1190657  1347557  1729594  1219045  225727  1707589 
"512"   374595  414908  665926  1874212  532239  1862832  495176  1760512 
"1024"   397064  476065  556501  451066  605197  1551758  630148  1482144  1361404 
"2048"   518346  590340  509824  1491617  1002933  1014302  952975  1057248  1586379  1253491 
"4096"   629672  818525  789668  1050255  1487846  1194805  1677262  1576018  1274489  1387061  1301130 
"8192"   572311  959479  1072240  1239537  1324492  1179700  1035780  834302  1192226  949798  960042  1274196 
"16384"   456760  643189  1115688  1220035  1415967  1490829  1602345  1510457  1551516  1340846  1423594  1409491  1465490 
"32768"   0  0  0  0  1423827  1590456  1558215  1482240  1610226  1521759  1503201  1435801  1587828 
"65536"   0  0  0  0  1431918  1595448  1406076  1572817  1381484  1318524  1417211  1532396  1372572 
"131072"   0  0  0  0  1398532  1456110  1445193  1607478  1666862  1418912  1510895  1421234  1477449 
"262144"   0  0  0  0  1580105  1618590  1687126  1655355  1567189  1313664  1461520  1434502  1544047 
"524288"   0  0  0  0  1629387  1650541  1691945  1577522  1397114  1483092  1470678  1156449  1408990 

"Re-Reader report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   913649  1105556  1421755  27419  2133730 
"128"   287742  706589  1526043  156485  1967960  1185654 
"256"   955451  1274008  1340826  1802167  1683493  1842366  282280 
"512"   932550  1195832  1668848  544106  1171691  367858  1963313  1854787 
"1024"   699984  1004951  1147832  1670669  1822368  1333093  1414304  1517224  1950656 
"2048"   723618  866287  1177702  914328  1690996  1108120  1627866  1338453  979936  835856 
"4096"   641595  926897  1227062  1208249  1494446  1495487  1484631  1375951  1515941  1379155  1310259 
"8192"   635822  944109  1134328  1268691  1517870  1406352  1366474  864139  831234  1033164  911742  1537568 
"16384"   465892  710956  1218218  1374037  1636965  1598283  1675602  1438464  1608308  1461407  1525512  1600777  1406232 
"32768"   0  0  0  0  1529005  1643322  1596571  1570016  1620402  1517324  1456541  1580779  1598056 
"65536"   0  0  0  0  1574782  1567248  1580941  1598519  1586021  1309380  1460509  1530076  1465407 
"131072"   0  0  0  0  1573703  1654158  1686285  1693610  1560176  1403896  1536275  1489167  1344850 
"262144"   0  0  0  0  1241394  1745196  1809824  1707499  1670772  1529632  1359985  1562623  1527360 
"524288"   0  0  0  0  1626929  1705018  1776060  1718645  1633179  1199875  1512634  1296224  1540415 

"Random read report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   172537  1049372  1124074  1083249  1648808 
"128"   757430  695603  1359835  153839  1663139  1346196 
"256"   187821  750445  1430119  295975  1514860  1437779  403843 
"512"   196084  371035  387017  480764  1910902  1834193  478515  1672748 
"1024"   569487  447587  588528  607680  1125277  891107  523278  1503942  1374474 
"2048"   523272  770825  758774  596572  950760  985558  969649  720885  1382840  718894 
"4096"   510594  718197  830153  994159  995599  1216807  1200482  1369480  1087346  1029116  1093089 
"8192"   473034  742755  972790  1146669  1205063  1192806  1032512  879917  460149  922537  764895  1415623 
"16384"   516568  498737  1034810  1096287  1357185  1343389  1629280  1400243  1304053  1416814  1434440  1422857  1322779 
"32768"   0  0  0  0  1255909  1410168  1239430  1410776  1508299  1405567  1297281  632049  1455954 
"65536"   0  0  0  0  1243685  1487090  1338121  1507511  1550706  1369037  1477768  1359416  1440291 
"131072"   0  0  0  0  1376358  1455497  1269524  1517615  1462693  1376516  1454997  1482445  1385935 
"262144"   0  0  0  0  1405771  1449606  1340108  1594221  1569292  1445754  1382192  1486928  1532935 
"524288"   0  0  0  0  1520627  1409648  1394483  1672439  1497195  1283402  1476725  1438072  1232001 

"Random write report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   127473  43834  863676  942521  1279447 
"128"   640042  322482  65907  452366  1209698  663782 
"256"   659625  504861  213901  523570  265593  205626  1280084 
"512"   458393  857687  1064794  1276891  389121  368362  552363  891884 
"1024"   361839  565141  636027  1101046  1117955  1009913  926676  966941  947320 
"2048"   506577  699916  930471  975153  1078486  1247303  1061690  874845  917159  1040724 
"4096"   439306  785551  824496  1074224  1140624  1137754  851213  768062  1241158  1020375  1040144 
"8192"   503285  686675  841762  930583  1103898  925744  1017258  888128  876505  786483  803458  1038409 
"16384"   472991  468222  856853  970150  1158359  1167530  1220057  1174816  1194772  1278292  1272728  1229464  1157481 
"32768"   0  0  0  0  1133958  1183300  1184371  1295227  952005  1295130  1283255  697355  1271407 
"65536"   0  0  0  0  1230584  1263854  1329435  1301820  1205790  1258351  1323534  1313873  1287974 
"131072"   0  0  0  0  1197900  1303564  1333320  1047862  1280763  957582  852173  1345307  1368468 
"262144"   0  0  0  0  1263423  1120920  1340519  1308679  1344583  1308397  1287499  1207452  912551 
"524288"   0  0  0  0  1225802  1204506  1252132  1271269  1336211  1325783  1317418  1322806  1280885 

"Backward read report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   35072  651849  877797  743988  24825 
"128"   126626  90461  953918  1102844  87913  1015251 
"256"   191883  1036624  1112909  1369908  205429  697776  163386 
"512"   270914  359062  336817  455573  1570020  1571169  1565443  1645826 
"1024"   408274  522450  536951  620587  665390  1872419  1034481  558600  1135391 
"2048"   558193  544984  714291  853377  1002933  676756  1634370  1308482  1428131  806884 
"4096"   553514  695997  945933  1130566  1165305  1332102  1187208  1401316  920836  1373971  1094621 
"8192"   568928  735175  1022982  889162  1149623  470695  1032915  896961  1094475  986758  788830  1441759 
"16384"   504949  725502  1018521  1079513  1294864  1497227  1474040  1306235  1306111  1289784  1386485  1287030  1343179 
"32768"   0  0  0  0  1327876  1512831  1491958  1390297  550694  1380119  1424314  1374667  1477364 
"65536"   0  0  0  0  1296790  1501156  1414491  1576181  1348195  1413451  1343799  1380811  1440442 
"131072"   0  0  0  0  1307986  1453320  1463935  1471856  1616596  1380942  1395082  933788  1492203 
"262144"   0  0  0  0  1538727  1430698  1580580  1568401  1630878  1481883  1186708  1440613  1319753 
"524288"   0  0  0  0  1550473  1516484  1689126  1598170  1559843  1503424  1513345  1500812  1424157 

"Record rewrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   200653  789967  37649  679917  1033216 
"128"   669577  809997  1057236  1231904  1196221  94539 
"256"   254694  958864  167411  269188  1340826  1286217  563997 
"512"   339963  786391  365727  752761  467677  1017858  1336492  1463057 
"1024"   448757  820463  610965  646072  1712639  717046  624014  596373  542992 
"2048"   598484  490438  668227  785630  685177  941589  783767  813301  816937  1067230 
"4096"   654850  838336  851550  865798  1053733  986736  1026779  895867  917786  868512  1192482 
"8192"   592166  820104  1072273  1231319  1298661  1146669  1150894  1241777  604969  1188432  927017  1293966 
"16384"   518892  925280  1158711  1258096  1287344  1365790  1279196  1061275  1096130  1159532  1174053  1166045  1271339 
"32768"   0  0  0  0  1313824  907422  1374268  1137619  659025  1193856  1175879  971164  1278646 
"65536"   0  0  0  0  1274300  1357724  1356036  1170222  1191800  1121173  524209  1291884  1274176 
"131072"   0  0  0  0  1417024  1379605  1354285  1218617  1198569  1250474  1238995  1236423  1315086 
"262144"   0  0  0  0  1515644  1036125  1274491  1315119  1217982  955993  1041394  1110901  1345445 
"524288"   0  0  0  0  1230304  1468202  1303291  1269349  1165605  1211668  1209276  1126786  1299093 

"Stride read report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   208444  831569  1013707  1421755  47095 
"128"   535903  136754  1603529  1705404  1663139  1359835 
"256"   146950  1102624  1455317  311427  1826695  249023  1495866 
"512"   380705  1108203  1442420  493242  2089386  903136  363376  315861 
"1024"   468688  564176  767533  462480  2391665  2160657  911920  806899  944819 
"2048"   479970  606256  780136  722158  910258  1103990  967356  1022513  978485  1133415 
"4096"   502220  708658  888500  1110613  875014  1182469  969693  1125234  1253748  1483990  1215516 
"8192"   530531  679559  972459  1000376  1171935  1115619  1168587  1320218  1628979  1053339  1348720  1458962 
"16384"   385642  688318  1034467  1020185  1342392  1371624  1334960  1691897  1458832  1370010  1421856  1363297  1384362 
"32768"   0  0  0  0  1501395  1181124  1458303  1565973  1270867  1285163  1363511  1288355  1334361 
"65536"   0  0  0  0  1302616  1451517  1346062  1585061  1451425  1416686  664860  1480777  1540866 
"131072"   0  0  0  0  1387946  1505657  1492353  1558526  1344008  1458281  837974  1464637  1512762 
"262144"   0  0  0  0  1539182  956056  1593484  1600948  1573579  1334461  1430136  1461918  1484192 
"524288"   0  0  0  0  1576687  1547714  1612479  1251857  1678806  1362306  1466027  1406450  1484470 

"Fwrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   38077  621657  340738  582535  863676 
"128"   247086  515822  130346  125121  795593  1123617 
"256"   454050  624702  167960  260376  628725  679237  1292410 
"512"   298021  565751  268039  257807  422084  1483267  381245  532767 
"1024"   322111  375637  508472  530321  1060013  351907  1153071  322934  626288 
"2048"   349300  536542  619862  522317  661486  736650  957543  692133  677236  1080113 
"4096"   442759  549583  774118  809195  826002  803931  749368  791961  874302  820519  1257971 
"8192"   455091  573505  762113  888403  903186  525436  755710  852264  691540  1013358  784293  931870 
"16384"   342082  650932  774401  896175  904539  892718  986812  836901  860059  869318  1077043  858931  1243278 
"32768"   0  0  0  0  956005  853865  993121  913623  769075  887614  905241  1166419  1007500 
"65536"   0  0  0  0  678279  858508  907889  980975  811551  911514  798927  957416  1141923 
